# AWG_Sines.py
# offset 0.500, amplitude 0.500
#step through frequencies
# Loop    0 of  100
18   1778 -0.0027  1.1680 -0.0061  0.6151
16   1995 -0.0062  1.1702 -0.0079  0.5681
14   2239 -0.0100  1.1713 -0.0105  0.5196
12   2512 -0.0023  1.1662 -0.0060  0.4736
11   2818 -0.0050  1.1788 -0.0086  0.4312
10   3162 -0.0057  1.1715 -0.0061  0.3900
9   3548 -0.0068  1.1695 -0.0088  0.3540
8   3981  0.0007  1.1689 -0.0080  0.3189
7   4467  0.0043  1.1663 -0.0057  0.2897
6   5012 -0.0003  1.1664 -0.0031  0.2578
6   5623  0.1733  1.1675 -0.0004  0.2360
5   6310  0.0033  1.1601 -0.0057  0.2115
4   7079 -0.0037  1.1686 -0.0072  0.1891
4   7943 -0.0120  1.1662 -0.0068  0.1686
4   8913 -0.0103  1.1771 -0.0071  0.1514
3  10000 -0.0220  1.1693 -0.0083  0.1352
# Loop   11 of  100
312    100 -0.0086  1.1717 -0.0108  1.1642
279    112 -0.0253  1.1678 -0.0263  1.1605
248    126 -0.0330  1.1631 -0.0303  1.1514
222    141 -0.0102  1.1689 -0.0091  1.1557
198    158 -0.0060  1.1702 -0.0062  1.1545
176    178 -0.0133  1.1717 -0.0137  1.1534
156    200 -0.0183  1.1681 -0.0200  1.1458
140    224  0.0059  1.1671  0.0074  1.1381
125    251 -0.0175  1.1709 -0.0173  1.1368
111    282 -0.0009  1.1671 -0.0006  1.1250
99    316  0.0021  1.1663  0.0014  1.1156
88    355 -0.0041  1.1657 -0.0025  1.1045
79    398 -0.0209  1.1675 -0.0188  1.0907
70    447  0.0011  1.1672 -0.0008  1.0743
62    501  0.0012  1.1649  0.0007  1.0550
56    562 -0.0120  1.1655 -0.0131  1.0322
50    631 -0.0069  1.1695 -0.0045  1.0056
44    708 -0.0105  1.1655 -0.0110  0.9739
39    794 -0.0027  1.1660 -0.0055  0.9418
35    891 -0.0100  1.1677 -0.0090  0.9026
31   1000 -0.0041  1.1656 -0.0082  0.8613
28   1122 -0.0026  1.1720 -0.0044  0.8153
25   1259 -0.0064  1.1672 -0.0086  0.7660
22   1413 -0.0034  1.1672 -0.0044  0.7156
20   1585 -0.0119  1.1652 -0.0085  0.6669
18   1778 -0.0040  1.1663 -0.0076  0.6162
16   1995 -0.0055  1.1683 -0.0056  0.5666
14   2239  0.0002  1.1656 -0.0074  0.5209
12   2512 -0.0065  1.1738 -0.0058  0.4719
11   2818 -0.0091  1.1617 -0.0080  0.4291
10   3162 -0.0105  1.1674 -0.0087  0.3905
9   3548 -0.0084  1.1670 -0.0095  0.3548
8   3981 -0.0004  1.1655 -0.0058  0.3185
7   4467 -0.0196  1.1716 -0.0094  0.2883
6   5012 -0.0122  1.1629 -0.0059  0.2610
6   5623  0.1391  1.1569 -0.0038  0.2257
5   6310 -0.0193  1.1656 -0.0080  0.2100
4   7079 -0.0092  1.1727 -0.0052  0.1876
4   7943 -0.0082  1.1660 -0.0078  0.1690
4   8913 -0.0169  1.1692 -0.0074  0.1507
3  10000 -0.0110  1.1628 -0.0091  0.1343
# Loop   12 of  100
312    100 -0.0160  1.1703 -0.0191  1.1630
279    112 -0.0293  1.1701 -0.0295  1.1622
248    126 -0.0045  1.1654 -0.0036  1.1542
222    141  0.0344  1.1672  0.0301  1.1547
198    158 -0.0119  1.1701 -0.0113  1.1545
176    178 -0.0049  1.1664 -0.0050  1.1482
156    200  0.0121  1.1721  0.0114  1.1491
140    224 -0.0252  1.1675 -0.0220  1.1398
125    251 -0.0123  1.1677 -0.0138  1.1330
111    282 -0.0116  1.1672 -0.0111  1.1243
99    316 -0.0145  1.1668 -0.0144  1.1142
88    355  0.0119  1.1694  0.0100  1.1049
79    398  0.0007  1.1697 -0.0030  1.0919
70    447 -0.0037  1.1653 -0.0011  1.0727
62    501 -0.0113  1.1668 -0.0097  1.0550
56    562  0.0111  1.1666  0.0052  1.0327
50    631 -0.0133  1.1667 -0.0142  1.0065
44    708 -0.0028  1.1689 -0.0057  0.9753
39    794 -0.0106  1.1686 -0.0096  0.9404
35    891 -0.0034  1.1671 -0.0037  0.9037
31   1000 -0.0047  1.1681 -0.0056  0.8601
28   1122 -0.0109  1.1684 -0.0113  0.8154
25   1259 -0.0087  1.1674 -0.0113  0.7685
22   1413 -0.0091  1.1654 -0.0087  0.7163
20   1585 -0.0066  1.1708 -0.0082  0.6682
18   1778 -0.0170  1.1714 -0.0124  0.6138
16   1995 -0.0070  1.1689 -0.0065  0.5671
